Image Path,Classification
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT2278.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT2503.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_PICT2844.JPG,Night
balanced_dataset_split\test\diceros bicornis\diceros bicornis_SUNP1082.JPG,Night
balanced_dataset_split\test\equus asinus\equus asinus_20140107-PICT0055.JPG,Night
balanced_dataset_split\test\equus asinus\equus asinus_20140108-PICT0107.JPG,Day
balanced_dataset_split\test\equus asinus\equus asinus_20140118-PICT0274.JPG,Day
balanced_dataset_split\test\equus asinus\equus asinus_20140209-PICT0017.JPG,Day
balanced_dataset_split\test\equus asinus\equus asinus_20140209-PICT0019.JPG,Day
balanced_dataset_split\test\equus asinus\equus asinus_20141008-PICT1259.JPG,Night
balanced_dataset_split\test\equus asinus\equus asinus_20150716-PICT4438.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110101-PICT0058.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110105-PICT0725.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110105-PICT0728.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110106-PICT0923.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110110-PICT1436.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110112-PICT1814.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110112-PICT1850.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110113-PICT2164.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110117-PICT2561.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110117-PICT2588.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110120-PICT2861.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110127-PICT3612.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110128-PICT3654.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110207-PICT5132.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110207-PICT5134.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110207-PICT5151.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110213-PICT5902.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110227-PICT6681.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20110305-PICT6899.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140108-PICT0148.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140108-PICT0165.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140124-PICT0247.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140314-PICT0055.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140315-PICT0272.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140403-PICT6602.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140407-PICT8564.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140506-PICT0575.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140806-PICT0067.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140808-PICT0841.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140808-PICT0864.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20140809-PICT1138.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20141031-PICT4913.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20141031-PICT4934.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20141105-PICT5776.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20141128-EK000147.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20150205-RCX_0565.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20150815-EK000825.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20150904-EK000869.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20151008-EK001117.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20151130-RCX_0039.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20160322-PICT3002.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20160324-PICT3458.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170114-PICT0166.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170119-PICT0471.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170122-PICT0733.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170131-PICT1620.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170131-PICT1650.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170131-PICT1723.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170202-PICT1918.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170204-PICT2043.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170207-PICT2374.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170212-PICT3120.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170213-PICT3321.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170215-PICT3422.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170217-PICT3523.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170218-PICT3585.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170225-PICT3651.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170227-PICT3731.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170314-PICT3837.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170326-PICT3888.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170329-PICT3932.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170402-PICT4103.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170407-PICT4304.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170409-PICT4373.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170412-PICT4554.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170417-PICT4817.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170605-PICT5468.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_20170606-PICT5489.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0183.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0336.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0482.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0496.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0564.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0645.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0672.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0703.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0740.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0770.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0785.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0797.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0822.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0897.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT0898.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1045.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1078.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1278.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1303.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1308.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1359.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1389.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1471.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT1956.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_PICT2008.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_SUNP0115.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_SUNP0381.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_SUNP0666.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_SUNP1622.JPG,Day
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_SUNP2049.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_SUNP2053.JPG,Night
balanced_dataset_split\test\equus zebra hartmannae\equus zebra hartmannae_SUNP2413.JPG,Night
balanced_dataset_split\test\eupodotis rueppellii\eupodotis rueppellii_PICT0022.JPG,Day
balanced_dataset_split\test\eupodotis rueppellii\eupodotis rueppellii_PICT0023.JPG,Day
balanced_dataset_split\test\eupodotis rueppellii\eupodotis rueppellii_PICT0036.JPG,Day
balanced_dataset_split\test\eupodotis rueppellii\eupodotis rueppellii_PICT0103.JPG,Day
balanced_dataset_split\test\eupodotis rueppellii\eupodotis rueppellii_PICT0129.JPG,Day
balanced_dataset_split\test\eupodotis rueppellii\eupodotis rueppellii_PICT0218.JPG,Day
balanced_dataset_split\test\eupodotis rueppellii\eupodotis rueppellii_PICT0233.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140122-PICT4145.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140213-PICT0025.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140309-PICT0261.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140519-PICT0063.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140524-PICT0025.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140622-PICT0219.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140623-PICT0098.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140625-PICT0015.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140708-PICT0359.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140708-PICT0374.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140729-PICT0256.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140729-PICT0272.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140729-PICT0278.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140810-PICT0085.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140823-PICT0053.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140826-PICT0010.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140830-PICT0074.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140908-PICT3549.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140908-PICT3687.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140908-PICT3699.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140908-PICT3706.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140909-PICT3781.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140909-PICT3784.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140909-PICT3809.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140909-PICT3822.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140909-PICT3841.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140909-PICT3848.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140911-PICT0161.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140920-PICT0139.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20140924-PICT0146.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20150205-PICT0550.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20150225-PICT0673.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20150225-PICT0675.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20150225-PICT0678.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20150927-EK001007.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20151005-EK001082.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20151110-RCX_0044.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20170224-PICT0193.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_20170224-PICT0195.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_IM000235.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_IM000236.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_IM000293.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0008.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0019.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0030.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0037.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0042.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0073.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0079.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0102.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0119.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0130-2.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0134.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0223.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0252.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0303.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0330.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0343.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0385.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0404.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0413.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0457.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0518.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0564.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0660.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0672.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0694.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0712.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0720.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0742.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0765.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0837.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0928.JPG,Night
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT0969.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT1056.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT1092.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT1100.JPG,Day
balanced_dataset_split\test\giraffa camelopardalis\giraffa camelopardalis_PICT1102.JPG,Day
